,id,name,iq,is_verified,image_url,url
0,352163,The Naked Brothers Band,,False,https://images.genius.com/c10aeab3e0de5f46ca00bfd008b39272.600x365x1.jpg,https://genius.com/artists/The-naked-brothers-band
