,id,name,iq,is_verified,image_url,url
0,1754903,KSI & Randolph,,False,https://images.genius.com/5f039f5e752c0b0ec6554ba58dca49aa.698x698x1.jpg,https://genius.com/artists/Ksi-and-randolph
